path,label
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/34.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/35.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/36.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/37.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/38.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/39.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/40.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/41.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/42.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/43.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/44.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/45.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/46.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/47.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/48.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/49.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/50.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/51.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/52.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/53.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/54.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/55.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/56.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/57.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/58.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/59.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/60.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/61.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/62.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/63.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/64.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/65.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/66.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/67.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/68.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/69.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/70.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/71.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/72.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/73.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/74.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/75.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/76.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/77.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/78.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/79.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/80.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/81.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/82.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/83.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/84.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/85.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/86.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/87.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/88.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/89.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/90.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/91.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/92.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/93.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/94.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/95.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/96.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/97.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/98.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/99.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/100.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/101.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/102.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/103.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/104.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/105.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/106.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/107.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/108.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/109.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/110.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/111.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/112.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/113.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/114.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/115.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/116.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/117.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/118.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/119.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/120.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/121.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/122.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/123.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/124.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/125.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/126.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/127.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/128.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/129.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/130.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/131.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/132.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/133.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/134.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/135.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/136.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/137.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/138.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/139.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/140.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/141.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/142.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/143.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/144.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/145.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/146.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/147.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/148.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/149.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/150.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/151.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/152.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/153.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/154.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/155.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/156.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/157.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/158.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/159.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/160.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/161.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/162.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/163.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/164.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/165.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/166.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/167.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/168.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/169.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/170.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/171.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/172.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/173.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/174.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/175.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/176.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/177.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/178.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/179.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/180.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/181.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/182.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/183.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/184.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/185.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/186.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/187.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/188.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/189.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/190.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/191.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/192.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/193.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/194.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/195.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/196.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/197.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/198.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/199.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/200.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/201.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/202.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/203.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/204.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/205.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/206.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/207.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/208.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/209.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/210.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/211.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/212.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/213.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/214.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/215.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/216.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/217.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/218.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/219.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/220.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/221.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/222.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/223.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/224.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/225.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/226.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/227.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/228.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/229.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/230.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/231.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/232.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/233.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/234.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/235.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/236.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/237.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/238.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/239.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/240.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/241.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/242.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/243.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/244.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/245.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/246.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/247.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/248.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/249.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/250.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/251.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/252.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/253.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/254.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/255.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/256.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/257.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/258.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/259.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/260.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/261.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/262.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/263.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/264.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/265.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/266.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/267.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/268.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/269.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/270.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/271.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/272.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/273.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/274.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/275.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/276.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/277.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/278.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/279.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/280.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/281.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/282.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/283.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/284.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/285.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/286.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/287.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/288.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/289.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/290.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/291.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/292.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/293.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/294.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/295.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/296.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/297.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/298.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/299.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/300.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/301.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/302.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/303.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/304.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/305.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/306.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/307.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/308.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/309.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/310.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/311.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/312.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/313.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/314.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/315.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/316.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/317.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/318.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/319.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/320.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/321.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/322.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/323.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/fake/324.wav,1
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/325.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/326.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/327.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/328.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/329.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/330.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/331.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/332.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/333.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/334.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/335.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/336.wav,0
/kaggle/input/in-the-wild-audio-deepfake/release_in_the_wild/real/337.wav,0
